"Coğrafi Kapsam (TR)";"Gözlem Sıklığı (A)";"İstatistiksel Gösterge (NG_ADNKS)";"İkamet edilen yer (TR)";"ADNKS Gösterge (ORT_HH_BUYUKLUK)";"Zaman (2008)";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"İzmir";"Ortalama hanehalkı büyüklüğü";"2025";"2,74852084624683";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2008";"3,3";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2009";"3,28893148223709";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2010";"3,20726610833581";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2011";"3,15578352438655";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2012";"3,11791494743297";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2013";"3,0805818100202";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2014";"3,03667813829068";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2015";"3,00888816827086";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2016";"2,97942667230162";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2017";"2,95583691459433";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2018";"2,9227991454165";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2019";"2,89295105857806";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2020";"2,85942470247297";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2021";"2,80783732692995";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2022";"2,76599702473346";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2023";"2,75799373653857";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2024";"2,73960061712223";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aydın";"Ortalama hanehalkı büyüklüğü";"2025";"2,71848584550988";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2008";"3,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2009";"3,37511670297426";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2010";"3,27678720394618";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2011";"3,22488358494952";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2012";"3,17235220021889";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2013";"3,1422380342871";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2014";"3,11808254733986";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2015";"3,08418059762116";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2016";"3,06519943597039";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2017";"3,04479816567627";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2018";"3,01750793954119";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2019";"2,97661482137515";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2020";"2,94812468425362";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2021";"2,89192172802953";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2022";"2,84816624696316";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2023";"2,83859507402156";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2024";"2,82222489825744";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Denizli";"Ortalama hanehalkı büyüklüğü";"2025";"2,79615618089581";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2008";"3,2";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2009";"3,14780705494443";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2010";"3,07039951195094";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2011";"3,02990685606556";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2012";"2,99899399301243";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2013";"2,96646340386917";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2014";"2,93155609616002";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2015";"2,91964993121281";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2016";"2,90192000103191";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2017";"2,88859011995748";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2018";"2,85933421358467";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2019";"2,82160644538458";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2020";"2,79196004608308";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2021";"2,74283372022733";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2022";"2,70896579693749";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2023";"2,72124325036218";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2024";"2,71572592202703";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muğla";"Ortalama hanehalkı büyüklüğü";"2025";"2,70431791015805";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2008";"4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2009";"3,92198638047071";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2010";"3,82207410311704";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2011";"3,76956745196213";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2012";"3,68400958267763";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2013";"3,6297570699948";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2014";"3,57185919672337";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2015";"3,52927788762564";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2016";"3,5071858992908";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2017";"3,47228028217135";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2018";"3,45192525425564";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2019";"3,39382822719615";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2020";"3,34631122539957";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2021";"3,27643486544415";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2022";"3,20065430266401";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2023";"3,18085671745365";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2024";"3,14668881409276";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Afyonkarahisar";"Ortalama hanehalkı büyüklüğü";"2025";"3,12100896346662";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2008";"3,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2009";"3,40087435848698";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2010";"3,30802468016703";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2011";"3,25291206199662";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2012";"3,19390306017903";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2013";"3,15175585768007";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2014";"3,10073607571064";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2015";"3,06255106468099";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2016";"3,02945132389231";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2017";"3,00043487834416";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2018";"2,97621583437483";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2019";"2,92128144498828";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2020";"2,89438454721917";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2021";"2,82780078680493";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2022";"2,77356232269368";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2023";"2,77587134360473";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2024";"2,74430612999084";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kütahya";"Ortalama hanehalkı büyüklüğü";"2025";"2,71376922421185";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2008";"3,5";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2009";"3,43948838018699";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2010";"3,35060945678515";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2011";"3,30534469050525";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2012";"3,26885019120768";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2013";"3,2298715714244";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2014";"3,20113640450246";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2015";"3,16892225624815";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2016";"3,15312597668685";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2017";"3,13025134424839";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2018";"3,10819425036504";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2019";"3,07135016947367";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2020";"3,03913118168739";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2021";"2,99067037718453";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2022";"2,94932060454855";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2023";"2,93850429096853";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2024";"2,92664703904809";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Manisa";"Ortalama hanehalkı büyüklüğü";"2025";"2,90545736847851";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2008";"3,5";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2009";"3,42731464690949";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2010";"3,34045476125539";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2011";"3,28910928328929";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2012";"3,23858237882895";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2013";"3,18676601297301";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2014";"3,15254457773111";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2015";"3,11864993351669";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2016";"3,10082542965129";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2017";"3,07108387390065";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2018";"3,02923065064534";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2019";"2,98847999731508";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2020";"2,94226670601351";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2021";"2,88166367655539";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2022";"2,8347351011546";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2023";"2,81418015181943";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2024";"2,78030904396748";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Uşak";"Ortalama hanehalkı büyüklüğü";"2025";"2,74930617674717";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2008";"3,3";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2009";"3,31010159498868";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2010";"3,22723127484213";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2011";"3,18901587194722";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2012";"3,12890869036267";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2013";"3,09888557022192";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2014";"3,06751374928883";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2015";"3,0416621460345";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2016";"3,02405320861299";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2017";"2,99503570416971";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2018";"2,98943877998189";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2019";"2,95304854424658";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2020";"2,92458390636841";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2021";"2,87581538124212";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2022";"2,83275135941998";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2023";"2,84192313741939";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2024";"2,82743842686353";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bilecik";"Ortalama hanehalkı büyüklüğü";"2025";"2,80116339193382";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bursa";"Ortalama hanehalkı büyüklüğü";"2008";"3,7";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bursa";"Ortalama hanehalkı büyüklüğü";"2009";"3,67016917249281";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bursa";"Ortalama hanehalkı büyüklüğü";"2010";"3,56349534033266";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bursa";"Ortalama hanehalkı büyüklüğü";"2011";"3,51290044933007";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bursa";"Ortalama hanehalkı büyüklüğü";"2012";"3,47020556753655";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bursa";"Ortalama hanehalkı büyüklüğü";"2013";"3,42570328315888";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bursa";"Ortalama hanehalkı büyüklüğü";"2014";"3,39473533932034";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bursa";"Ortalama hanehalkı büyüklüğü";"2015";"3,36028022451723";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bursa";"Ortalama hanehalkı büyüklüğü";"2016";"3,34117879189334";"";"";"";"";""
