"Coğrafi Kapsam";"Gözlem Sıklığı";"İstatistiksel Gösterge";"İkamet edilen yer";"Hanehalkı tipi";"ADNKS Gösterge";"Zaman";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2016";"21317";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2017";"22736";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2018";"24402";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2019";"26264";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2020";"29135";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2021";"31314";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2022";"34620";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2023";"36854";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2024";"38718";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2025";"40339";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"102566";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"105154";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"107117";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"109260";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"107673";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"112666";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"115025";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"116497";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"123518";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"121331";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"124821";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"124654";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"24766";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"24615";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"24439";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"24083";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"26360";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"24065";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"22518";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"22247";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"19837";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"23078";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"22376";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"23096";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"3038";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"3614";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"3533";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"3545";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"3683";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"3724";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"3659";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"3778";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"4497";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"4791";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"5035";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"5379";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2014";"148255";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2015";"152948";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2016";"156406";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2017";"159624";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2018";"162118";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2019";"166719";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2020";"170337";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2021";"173836";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2022";"182472";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2023";"186054";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2024";"190950";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Toplam";"Hanehalkı sayısı";"2025";"193468";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2014";"26894";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2015";"27780";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2016";"29556";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2017";"31246";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2018";"33032";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2019";"34404";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2020";"36801";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2021";"39278";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2022";"41900";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2023";"52268";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2024";"53055";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2025";"51763";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"128522";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"132269";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"135120";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"138239";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"137512";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"142422";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"146115";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"148532";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"156337";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"141035";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"144120";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"143316";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"38577";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"38562";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"38646";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"38140";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"39567";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"38916";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"38100";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"37845";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"35276";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"30777";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"32294";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"34752";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"3291";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"3418";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"3557";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"3572";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"3995";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"4278";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"4570";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"4844";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"5068";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"5513";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"5814";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"6217";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2014";"197284";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2015";"202029";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2016";"206879";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2017";"211197";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2018";"214106";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2019";"220020";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2020";"225586";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2021";"230499";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2022";"238581";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2023";"229593";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2024";"235283";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Toplam";"Hanehalkı sayısı";"2025";"236048";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2014";"5522";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2015";"6043";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2016";"6394";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2017";"6812";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2018";"7088";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2019";"7368";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2020";"8060";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2021";"8576";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2022";"9022";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2023";"8982";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2024";"9180";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2025";"9565";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"14927";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"14898";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"14714";"";"";"";"";""
